"","p1_luck","p2_luck","p1_skill","p2_skill","p1_chip","p2_chip","pff"
"31",100,-100,0,0,20100,19900,10
"32",-147.676767676768,147.676767676768,-452.323232323232,452.323232323232,19400,20600,10
"33",-100,100,-200,200,19700,20300,10
"34",-150,150,-750,750,19100,20900,10
"35",7.105427357601e-15,0,0,0,20000,20000,10
"36",-472.727272727273,472.727272727273,-427.272727272727,427.272727272727,19100,20900,10
"37",100,-100,0,0,20100,19900,10
"38",172.727272727273,-172.727272727273,127.272727272727,-127.272727272727,20300,19700,10
"39",-100,100,0,0,19900,20100,10
"40",-127.272727272727,127.272727272727,-172.727272727273,172.727272727273,19700,20300,10
"41",-100,100,-200,200,19700,20300,10
"42",100,-100,0,0,20100,19900,10
"43",-280,280,-2420,2420,17300,22700,10
"44",-148.686868686869,148.686868686869,-451.313131313131,451.313131313131,19400,20600,10
"45",154.545454545455,-154.545454545455,145.454545454545,-145.454545454545,20300,19700,10
"46",100,-100,0,0,20100,19900,10
"47",964.848484848485,-964.848484848485,-364.848484848485,364.848484848485,20600,19400,10
"48",-204.848484848485,204.848484848485,-395.151515151515,395.151515151515,19400,20600,10
"49",150,-150,150,-150,20300,19700,10
"50",-100.606060606061,100.606060606061,-99.3939393939394,99.3939393939394,19800,20200,10
"51",-5.75757575757576,5.75757575757576,5.75757575757576,-5.75757575757576,20000,20000,10
"52",154.545454545455,-154.545454545455,145.454545454545,-145.454545454545,20300,19700,10
"53",409.090909090909,-409.090909090909,-109.090909090909,109.090909090909,20300,19700,10
"54",-6.21724893790088e-15,6.21724893790088e-15,0,0,20000,20000,10
"55",100,-100,0,0,20100,19900,10
"56",100,-72.1333333333333,200,-227.866666666667,20300,19700,10
"57",-118.181818181818,118.181818181818,-781.818181818182,781.818181818182,19100,20900,10
"58",100,-100,0,0,20100,19900,10
"59",-321.010101010101,321.010101010101,-1478.9898989899,1478.9898989899,18200,21800,10
"60",-100,100,-200,200,19700,20300,10
"61",-100,100,0,0,19900,20100,10
"62",136.363636363636,-119.563636363636,163.636363636364,-180.436363636364,20300,19700,10
"63",144.242424242424,-120.675757575758,55.7575757575758,-79.3242424242424,20200,19800,10
"64",-100,100,-800,800,19100,20900,10
"65",-100,100,-200,200,19700,20300,10
"66",-228.75,228.75,-121.25,121.25,19650,20350,10
"67",294.747474747475,-294.747474747475,1505.25252525253,-1505.25252525253,21800,18200,10
"68",-132.727272727273,132.727272727273,-2567.27272727273,2567.27272727273,17300,22700,10
"69",177.171717171717,-157.838383838384,422.828282828283,-442.161616161616,20600,19400,10
"70",100,-100,200,-200,20300,19700,10
"71",263.636363636364,-263.636363636364,36.3636363636363,-36.3636363636363,20300,19700,10
"72",100,-100,0,0,20100,19900,10
"73",261.212121212121,-261.212121212121,338.787878787879,-338.787878787879,20600,19400,10
"74",100,-100,0,0,20100,19900,10
"75",-109.79797979798,109.79797979798,-1690.20202020202,1690.20202020202,18200,21800,10
"76",1557.77777777778,-1557.77777777778,1142.22222222222,-1142.22222222222,22700,17300,10
"77",181.818181818182,-162.551515151515,118.181818181818,-137.448484848485,20300,19700,10
"78",-154.545454545455,154.545454545455,-145.454545454545,145.454545454545,19700,20300,10
"79",-154.545454545455,154.545454545455,-745.454545454545,745.454545454545,19100,20900,10
"80",-127.272727272727,127.272727272727,-772.727272727273,772.727272727273,19100,20900,10
"81",-138.585858585859,138.585858585859,-461.414141414141,461.414141414141,19400,20600,10
"82",6.21724893790088e-15,-6.21724893790088e-15,0,0,20000,20000,10
"83",-444.444444444444,444.444444444444,-1355.55555555556,1355.55555555556,18200,21800,10
"84",-114.949494949495,114.949494949495,-1685.05050505051,1685.05050505051,18200,21800,10
"85",-178.181818181818,178.181818181818,-1621.81818181818,1621.81818181818,18200,21800,10
"86",-222.626262626263,222.626262626263,-1577.37373737374,1577.37373737374,18200,21800,10
"87",-100,100,-200,200,19700,20300,10
"88",-100,100,-200,200,19700,20300,10
"89",127.272727272727,-127.272727272727,172.727272727273,-172.727272727273,20300,19700,10
"90",-245.151515151515,245.151515151515,-354.848484848485,354.848484848485,19400,20600,10
"91",-100,100,-200,200,19700,20300,10
"92",-100,100,-200,200,19700,20300,10
"93",100,-100,0,0,20100,19900,10
"94",190.909090909091,-190.909090909091,109.090909090909,-109.090909090909,20300,19700,10
"95",-154.545454545455,154.545454545455,-745.454545454545,745.454545454545,19100,20900,10
"96",-100,100,-200,200,19700,20300,10
"97",192.929292929293,-192.929292929293,7.07070707070707,-7.07070707070707,20200,19800,10
"98",-18.1818181818182,18.1818181818182,18.1818181818181,-18.1818181818181,20000,20000,10
"99",124.242424242424,-124.242424242424,75.7575757575758,-75.7575757575758,20200,19800,10
"100",-100,100,0,0,19900,20100,10
"101",-149.292929292929,149.292929292929,-450.707070707071,450.707070707071,19400,20600,10
"102",100,-100,0,0,20100,19900,10
"103",-100,100,-200,200,19700,20300,10
"104",-108.686868686869,108.686868686869,-91.3131313131313,91.3131313131313,19800,20200,10
"105",-454.949494949495,454.949494949495,-1345.05050505051,1345.05050505051,18200,21800,10
"106",100,-100,200,-200,20300,19700,10
"107",-100,100,-200,200,19700,20300,10
"108",-100,100,-800,800,19100,20900,10
"109",157.070707070707,-157.070707070707,442.929292929293,-442.929292929293,20600,19400,10
"110",-3.5527136788005e-15,-7.105427357601e-15,0,0,20000,20000,10
"111",-431.818181818182,431.818181818182,-468.181818181818,468.181818181818,19100,20900,10
"112",-1859.07323232323,1859.07323232323,-7590.92676767677,7590.92676767677,10550,29450,10
"113",-100,100,0,0,19900,20100,10
"114",-248.181818181818,248.181818181818,-351.818181818182,351.818181818182,19400,20600,10
"115",100,-100,200,-200,20300,19700,10
"116",100,-100,800,-800,20900,19100,10
"117",100.808080808081,-100.808080808081,1699.19191919192,-1699.19191919192,21800,18200,10
"118",-100,100,-200,200,19700,20300,10
"119",425.959595959596,-425.959595959596,-425.959595959596,425.959595959596,20000,20000,10
"120",-100,100,-800,800,19100,20900,10
"121",-100,100,0,0,19900,20100,10
"122",-154.545454545455,154.545454545455,-145.454545454545,145.454545454545,19700,20300,10
"123",-435.555555555556,435.555555555556,-1364.44444444444,1364.44444444444,18200,21800,10
"124",-436.363636363636,436.363636363636,-463.636363636364,463.636363636364,19100,20900,10
"125",253.030303030303,-253.030303030303,346.969696969697,-346.969696969697,20600,19400,10
"126",-100,100,-200,200,19700,20300,10
"127",100,-100,0,0,20100,19900,10
"128",-938.787878787879,938.787878787879,-861.212121212121,861.212121212121,18200,21800,10
"129",-100,100,-200,200,19700,20300,10
"130",100,-100,200,-200,20300,19700,10
"131",252.929292929293,-252.929292929293,-52.9292929292929,52.9292929292929,20200,19800,10
"132",200,-200,700,-700,20900,19100,10
"133",100,-100,800,-800,20900,19100,10
"134",-100,100,0,0,19900,20100,10
"135",-0.909090909090905,0.909090909090905,0.909090909090878,-0.909090909090878,20000,20000,10
"136",100,-100,0,0,20100,19900,10
"137",100,-100,200,-200,20300,19700,10
"138",-218.181818181818,218.181818181818,-681.818181818182,681.818181818182,19100,20900,10
"139",-139,139,-911,911,18950,21050,10
"140",68.1818181818182,-68.1818181818182,-68.1818181818182,68.1818181818182,20000,20000,10
"141",100,-100,0,0,20100,19900,10
"142",-228.888888888889,228.888888888889,-1571.11111111111,1571.11111111111,18200,21800,10
"143",100,-100,0,0,20100,19900,10
"144",2.66453525910038e-15,-2.66453525910038e-15,0,0,20000,20000,10
"145",100,-100,0,0,20100,19900,10
"146",-118.181818181818,118.181818181818,-1681.81818181818,1681.81818181818,18200,21800,10
"147",181.818181818182,-181.818181818182,118.181818181818,-118.181818181818,20300,19700,10
"148",-118.181818181818,118.181818181818,-781.818181818182,781.818181818182,19100,20900,10
"149",100,-100,0,0,20100,19900,10
"150",3.13131313131313,-3.13131313131315,-3.13131313131316,3.13131313131316,20000,20000,10
"151",-184.646464646465,184.646464646465,-2515.35353535354,2515.35353535354,17300,22700,10
"152",-100,124.033333333333,-800,775.966666666667,19100,20900,10
"153",-684.040404040404,684.040404040404,-2015.9595959596,2015.9595959596,17300,22700,10
"154",1461.21212121212,-1461.21212121212,1238.78787878788,-1238.78787878788,22700,17300,10
"155",100,-100,200,-200,20300,19700,10
"156",100,-100,0,0,20100,19900,10
"157",100,-100,0,0,20100,19900,10
"158",100,-100,0,0,20100,19900,10
"159",-253.131313131313,253.131313131313,-2446.86868686869,2446.86868686869,17300,22700,10
"160",-103.939393939394,103.939393939394,-496.060606060606,496.060606060606,19400,20600,10
"161",-154.444444444444,154.444444444444,-445.555555555556,445.555555555556,19400,20600,10
"162",100,-100,200,-200,20300,19700,10
"163",118.484848484848,-118.484848484848,481.515151515152,-481.515151515152,20600,19400,10
"164",-100,100,-200,200,19700,20300,10
"165",-100,100,0,0,19900,20100,10
"166",154.545454545455,-154.545454545455,145.454545454545,-145.454545454545,20300,19700,10
"167",-150.707070707071,150.707070707071,-449.292929292929,449.292929292929,19400,20600,10
"168",-171.414141414141,171.414141414141,-428.585858585859,428.585858585859,19400,20600,10
"169",-118.181818181818,118.181818181818,-781.818181818182,781.818181818182,19100,20900,10
"170",100,-85.0666666666667,0,-14.9333333333333,20100,19900,10
"171",310,-310,1490,-1490,21800,18200,10
"172",100,-100,200,-200,20300,19700,10
"173",971.919191919192,-971.919191919192,828.080808080808,-828.080808080808,21800,18200,10
"174",100,-100,200,-200,20300,19700,10
"175",163.636363636364,-163.636363636364,136.363636363636,-136.363636363636,20300,19700,10
"176",100,-100,0,0,20100,19900,10
"177",100,-100,200,-200,20300,19700,10
"178",100,-100,0,0,20100,19900,10
"179",100,-100,0,0,20100,19900,10
"180",100,-100,0,0,20100,19900,10
"181",-113.636363636364,113.636363636364,-786.363636363636,786.363636363636,19100,20900,10
"182",-268.080808080808,268.080808080808,-1531.91919191919,1531.91919191919,18200,21800,10
"183",-149.79797979798,149.79797979798,-50.2020202020202,50.2020202020202,19800,20200,10
"184",100,-100,200,-200,20300,19700,10
"185",100,-100,200,-200,20300,19700,10
"186",100,-100,200,-200,20300,19700,10
"187",118.181818181818,-118.181818181818,781.818181818182,-781.818181818182,20900,19100,10
"188",292.929292929293,-292.929292929293,-92.9292929292929,92.9292929292929,20200,19800,10
"189",-127.272727272727,127.272727272727,-172.727272727273,172.727272727273,19700,20300,10
"190",100,-100,0,0,20100,19900,10
"191",988.388888888889,-988.388888888889,1111.61111111111,-1111.61111111111,22100,17900,10
"192",100,-100,0,0,20100,19900,10
"193",-100,100,0,0,19900,20100,10
"194",-100,100,-200,200,19700,20300,10
"195",100,-100,0,0,20100,19900,10
"196",100,-100,200,-200,20300,19700,10
"197",100,-100,0,0,20100,19900,10
"198",-153.939393939394,153.939393939394,-1646.06060606061,1646.06060606061,18200,21800,10
"199",-100,100,-200,200,19700,20300,10
"200",-112.727272727273,112.727272727273,-1687.27272727273,1687.27272727273,18200,21800,10
"201",100,-100,0,0,20100,19900,10
"202",100,-100,200,-200,20300,19700,10
"203",100,-100,0,0,20100,19900,10
"204",-296.363636363636,296.363636363636,-1503.63636363636,1503.63636363636,18200,21800,10
"205",-114.848484848485,114.848484848485,-85.1515151515152,85.1515151515152,19800,20200,10
"206",-9.8333333333333,9.8333333333333,9.83333333333337,-9.83333333333337,20000,20000,10
"207",100,-100,0,0,20100,19900,10
"208",100,-100,0,0,20100,19900,10
"209",181.818181818182,-181.818181818182,118.181818181818,-118.181818181818,20300,19700,10
"210",100,-100,0,0,20100,19900,10
"211",100,-100,0,0,20100,19900,10
"212",-100,100,-200,200,19700,20300,10
"213",-265.454545454545,265.454545454545,-1534.54545454545,1534.54545454545,18200,21800,10
"214",-100,100,-200,200,19700,20300,10
"215",100,-100,0,0,20100,19900,10
"216",100,-100,0,0,20100,19900,10
"217",190.909090909091,-190.909090909091,109.090909090909,-109.090909090909,20300,19700,10
"218",150.20202020202,-150.20202020202,449.79797979798,-449.79797979798,20600,19400,10
"219",-109.494949494949,109.494949494949,-490.505050505051,490.505050505051,19400,20600,10
"220",-330.30303030303,330.30303030303,-2369.69696969697,2369.69696969697,17300,22700,10
"221",142.727272727273,-142.727272727273,457.272727272727,-457.272727272727,20600,19400,10
"222",100,-100,200,-200,20300,19700,10
"223",100,-100,200,-200,20300,19700,10
"224",211.111111111111,-211.111111111111,-11.1111111111111,11.1111111111111,20200,19800,10
"225",100,-100,0,0,20100,19900,10
"226",-252.323232323232,252.323232323232,-2447.67676767677,2447.67676767677,17300,22700,10
"227",-100,100,-200,200,19700,20300,10
"228",-100,100,-800,800,19100,20900,10
"229",100,-100,0,0,20100,19900,10
"230",100,-100,0,0,20100,19900,10
"231",136.363636363636,-136.363636363636,163.636363636364,-163.636363636364,20300,19700,10
"232",100,-100,0,0,20100,19900,10
"233",186.666666666667,-170.9,1613.33333333333,-1629.1,21800,18200,10
"234",-113.636363636364,113.636363636364,-786.363636363636,786.363636363636,19100,20900,10
"235",177.272727272727,-177.272727272727,722.727272727273,-722.727272727273,20900,19100,10
"236",-266.060606060606,266.060606060606,-333.939393939394,333.939393939394,19400,20600,10
"237",-264.444444444444,264.444444444444,-335.555555555556,335.555555555556,19400,20600,10
"238",151.717171717172,-151.717171717172,48.2828282828283,-48.2828282828283,20200,19800,10
"239",-100,100,0,0,19900,20100,10
"240",-136.363636363636,136.363636363636,-763.636363636364,763.636363636364,19100,20900,10
"241",100,-100,200,-200,20300,19700,10
"242",-154.545454545455,154.545454545455,-745.454545454545,745.454545454545,19100,20900,10
"243",-100,104.533333333333,0,-4.53333333333332,19900,20100,10
"244",118.181818181818,-118.181818181818,781.818181818182,-781.818181818182,20900,19100,10
"245",317.979797979798,-317.979797979798,1482.0202020202,-1482.0202020202,21800,18200,10
"246",100,-100,0,0,20100,19900,10
"247",-152.020202020202,152.020202020202,-447.979797979798,447.979797979798,19400,20600,10
"248",259.090909090909,-259.090909090909,340.909090909091,-340.909090909091,20600,19400,10
"249",-184.646464646465,184.646464646465,-1615.35353535354,1615.35353535354,18200,21800,10
"250",103.232323232323,-103.232323232323,96.7676767676768,-96.7676767676768,20200,19800,10
"251",-100,100,-200,200,19700,20300,10
"252",260.606060606061,-260.606060606061,-60.6060606060606,60.6060606060606,20200,19800,10
"253",-236.565656565657,236.565656565657,-1563.43434343434,1563.43434343434,18200,21800,10
"254",-100,100,0,0,19900,20100,10
"255",-100,100,0,0,19900,20100,10
"256",261.616161616162,-261.616161616162,338.383838383838,-338.383838383838,20600,19400,10
"257",-178.787878787879,178.787878787879,-21.2121212121212,21.2121212121212,19800,20200,10
"258",127.272727272727,-127.272727272727,172.727272727273,-172.727272727273,20300,19700,10
"259",126.666666666667,-126.666666666667,1673.33333333333,-1673.33333333333,21800,18200,10
"260",100,-100,0,0,20100,19900,10
"261",118.181818181818,-118.181818181818,181.818181818182,-181.818181818182,20300,19700,10
"262",154.545454545455,-154.545454545455,745.454545454545,-745.454545454545,20900,19100,10
"263",463.636363636364,-463.636363636364,436.363636363636,-436.363636363636,20900,19100,10
"264",-100,100,-200,200,19700,20300,10
"265",100,-100,0,0,20100,19900,10
"266",131.616161616162,-130.082828282828,468.383838383838,-469.917171717172,20600,19400,10
"267",-100,100,-800,800,19100,20900,10
"268",-365.656565656566,365.656565656566,-1434.34343434343,1434.34343434343,18200,21800,10
"269",100,-100,0,0,20100,19900,10
"270",100,-100,0,0,20100,19900,10
"271",163.636363636364,-163.636363636364,136.363636363636,-136.363636363636,20300,19700,10
"272",-657.275252525252,657.275252525252,-5642.72474747475,5642.72474747475,13700,26300,10
"273",-170.707070707071,170.707070707071,-29.2929292929293,29.2929292929293,19800,20200,10
"274",253.030303030303,-253.030303030303,-53.030303030303,53.030303030303,20200,19800,10
"275",100,-88.6666666666667,0,-11.3333333333333,20100,19900,10
"276",-137.373737373737,137.373737373737,-462.626262626263,462.626262626263,19400,20600,10
"277",-196.262626262626,196.262626262626,-403.737373737374,403.737373737374,19400,20600,10
"278",943.434343434343,-943.434343434343,856.565656565656,-856.565656565657,21800,18200,10
"279",-127.272727272727,127.272727272727,-772.727272727273,772.727272727273,19100,20900,10
"280",-100,100,0,0,19900,20100,10
"281",-100,100,-200,200,19700,20300,10
"282",-100,100,-200,200,19700,20300,10
"283",-100,100,0,0,19900,20100,10
"284",100,-100,0,0,20100,19900,10
"285",-127.272727272727,127.272727272727,-472.727272727273,472.727272727273,19400,20600,10
"286",154.545454545455,-154.545454545455,745.454545454545,-745.454545454545,20900,19100,10
"287",-436.363636363636,436.363636363636,-463.636363636364,463.636363636364,19100,20900,10
"288",-157.777777777778,157.777777777778,-1642.22222222222,1642.22222222222,18200,21800,10
"289",100,-100,200,-200,20300,19700,10
"290",-100,100,0,0,19900,20100,10
"291",100,-100,200,-200,20300,19700,10
"292",-138.181818181818,138.181818181818,-461.818181818182,461.818181818182,19400,20600,10
"293",-354.747474747475,354.747474747475,-2345.25252525253,2345.25252525252,17300,22700,10
"294",-4.54545454545455,4.54545454545455,4.54545454545456,-4.54545454545456,20000,20000,10
"295",168.181818181818,-168.181818181818,131.818181818182,-131.818181818182,20300,19700,10
"296",-586.666666666667,586.666666666667,-2113.33333333333,2113.33333333333,17300,22700,10
"297",100,-100,0,0,20100,19900,10
"298",100,-100,0,0,20100,19900,10
"299",163.636363636364,-163.636363636364,736.363636363636,-736.363636363636,20900,19100,10
"300",-128.686868686869,128.686868686869,-71.3131313131313,71.3131313131313,19800,20200,10
"301",248.989898989899,-248.989898989899,351.010101010101,-351.010101010101,20600,19400,10
"302",100,-100,0,0,20100,19900,10
"303",247.070707070707,-247.070707070707,1552.92929292929,-1552.92929292929,21800,18200,10
"304",141.919191919192,-141.919191919192,58.0808080808081,-58.0808080808081,20200,19800,10
"305",-105.555555555556,105.555555555556,-494.444444444444,494.444444444444,19400,20600,10
"306",100,-100,0,0,20100,19900,10
"307",-100,100,0,0,19900,20100,10
"308",-406.060606060606,406.060606060606,-1393.93939393939,1393.93939393939,18200,21800,10
"309",-100,100,-200,200,19700,20300,10
"310",-100,100,0,0,19900,20100,10
"311",161.414141414141,-161.414141414141,438.585858585859,-438.585858585859,20600,19400,10
"312",100,-100,0,0,20100,19900,10
"313",168.181818181818,-168.181818181818,131.818181818182,-131.818181818182,20300,19700,10
"314",100,-100,0,0,20100,19900,10
"315",-154.545454545455,154.545454545455,-745.454545454545,745.454545454545,19100,20900,10
"316",-136.363636363636,136.363636363636,-1663.63636363636,1663.63636363636,18200,21800,10
"317",100,-100,200,-200,20300,19700,10
"318",-309.494949494949,309.49494949495,-1490.50505050505,1490.50505050505,18200,21800,10
"319",154.545454545455,-154.545454545455,145.454545454545,-145.454545454545,20300,19700,10
"320",-100,100,-200,200,19700,20300,10
"321",-146.060606060606,146.060606060606,-2553.93939393939,2553.93939393939,17300,22700,10
"322",100,-100,0,0,20100,19900,10
"323",-266.868686868687,266.868686868687,-1533.13131313131,1533.13131313131,18200,21800,10
"324",-100,100,0,0,19900,20100,10
"325",-972.323232323232,995.156565656566,-827.676767676768,804.843434343434,18200,21800,10
"326",220.909090909091,-220.909090909091,379.090909090909,-379.090909090909,20600,19400,10
"327",-100,100,0,0,19900,20100,10
"328",-100,100,-200,200,19700,20300,10
"329",-154.949494949495,154.949494949495,-2545.05050505051,2545.05050505051,17300,22700,10
"330",-131.515151515152,131.515151515152,-1668.48484848485,1668.48484848485,18200,21800,10
"331",-100,100,0,0,19900,20100,10
"332",-143.737373737374,143.737373737374,-56.2626262626263,56.2626262626263,19800,20200,10
"333",-133.535353535354,133.535353535354,-466.464646464646,466.464646464646,19400,20600,10
"334",145.454545454545,-145.454545454545,754.545454545455,-754.545454545455,20900,19100,10
"335",1409.59848484848,-1409.59848484848,4890.40151515152,-4890.40151515152,26300,13700,10
"336",-5.32907051820075e-15,3.5527136788005e-15,0,0,20000,20000,10
"337",-163.636363636364,163.636363636364,-136.363636363636,136.363636363636,19700,20300,10
"338",243.838383838384,-243.838383838384,-43.8383838383838,43.8383838383838,20200,19800,10
"339",-154.545454545455,154.545454545455,-745.454545454545,745.454545454545,19100,20900,10
"340",-218.181818181818,218.181818181818,-681.818181818182,681.818181818182,19100,20900,10
"341",-20.1010101010101,20.1010101010101,20.1010101010101,-20.1010101010101,20000,20000,10
"342",1.77635683940025e-15,1.24344978758018e-14,0,0,20000,20000,10
"343",100,-100,200,-200,20300,19700,10
"344",-100,100,0,0,19900,20100,10
"345",136.363636363636,-136.363636363636,-136.363636363636,136.363636363636,20000,20000,10
"346",118.181818181818,-115.248484848485,181.818181818182,-184.751515151515,20300,19700,10
"347",-154.545454545455,154.545454545455,-745.454545454545,745.454545454545,19100,20900,10
"348",100,-100,200,-200,20300,19700,10
"349",267.474747474748,-267.474747474747,-67.4747474747475,67.4747474747475,20200,19800,10
"350",100,-100,0,0,20100,19900,10
"351",144.545454545455,-144.545454545455,55.4545454545454,-55.4545454545454,20200,19800,10
"352",-145.252525252525,145.252525252525,-454.747474747475,454.747474747475,19400,20600,10
"353",100,-100,200,-200,20300,19700,10
"354",-100,100,0,0,19900,20100,10
"355",-217.474747474748,217.474747474748,-382.525252525253,382.525252525253,19400,20600,10
"356",100,-100,200,-200,20300,19700,10
"357",-100,100,-200,200,19700,20300,10
"358",-260.40404040404,260.40404040404,-339.59595959596,339.59595959596,19400,20600,10
"359",-106.464646464646,106.464646464646,-2593.53535353535,2593.53535353535,17300,22700,10
"360",100,-100,0,0,20100,19900,10
"361",100,-100,0,0,20100,19900,10
"362",-100,100,-200,200,19700,20300,10
"363",100,-100,200,-200,20300,19700,10
"364",263.083333333333,-250.316666666667,436.916666666667,-449.683333333333,20700,19300,10
"365",912.954545454545,-912.954545454545,-212.954545454545,212.954545454545,20700,19300,10
"366",100,-100,0,0,20100,19900,10
"367",110.30303030303,-110.30303030303,489.69696969697,-489.69696969697,20600,19400,10
"368",100,-100,0,0,20100,19900,10
"369",188.282828282828,-188.282828282828,2511.71717171717,-2511.71717171717,22700,17300,10
"370",-100,100,-200,200,19700,20300,10
"371",-178.181818181818,178.181818181818,-421.818181818182,421.818181818182,19400,20600,10
"372",100,-100,0,0,20100,19900,10
"373",759.431818181818,-759.431818181818,290.568181818182,-290.568181818182,21050,18950,10
"374",100,-100,0,0,20100,19900,10
"375",100,-100,200,-200,20300,19700,10
"376",127.272727272727,-127.272727272727,172.727272727273,-172.727272727273,20300,19700,10
"377",-100,100,-200,200,19700,20300,10
"378",-163.636363636364,163.636363636364,-136.363636363636,136.363636363636,19700,20300,10
"379",-100,100,-200,200,19700,20300,10
"380",-100,100,-200,200,19700,20300,10
"381",100,-100,0,0,20100,19900,10
"382",136.767676767677,-136.767676767677,63.2323232323232,-63.2323232323232,20200,19800,10
"383",-100,100,-200,200,19700,20300,10
"384",-994.545454545454,1022.07878787879,-805.454545454545,777.921212121212,18200,21800,10
"385",106.565656565657,-106.565656565657,93.4343434343434,-93.4343434343434,20200,19800,10
"386",-320,320,-1480,1480,18200,21800,10
"387",-283.030303030303,283.030303030303,-2416.9696969697,2416.9696969697,17300,22700,10
"388",249.292929292929,-249.292929292929,350.707070707071,-350.707070707071,20600,19400,10
"389",118.181818181818,-118.181818181818,781.818181818182,-781.818181818182,20900,19100,10
"390",100,-100,200,-200,20300,19700,10
"391",-154.545454545455,154.545454545455,-145.454545454545,145.454545454545,19700,20300,10
"392",-186.060606060606,186.060606060606,186.060606060606,-186.060606060606,20000,20000,10
"393",186.666666666667,-186.666666666667,413.333333333333,-413.333333333333,20600,19400,10
"394",-463.636363636364,463.636363636364,-436.363636363636,436.363636363636,19100,20900,10
"395",100,-100,200,-200,20300,19700,10
"396",100,-100,0,0,20100,19900,10
"397",-301.010101010101,301.010101010101,-298.989898989899,298.989898989899,19400,20600,10
"398",-100,100,0,0,19900,20100,10
"399",-236.969696969697,236.969696969697,-1563.0303030303,1563.0303030303,18200,21800,10
"400",100,-100,0,0,20100,19900,10
"401",-135.151515151515,135.151515151515,-464.848484848485,464.848484848485,19400,20600,10
"402",-100,100,-200,200,19700,20300,10
"403",-100,100,-200,200,19700,20300,10
"404",100,-100,0,0,20100,19900,10
"405",-106.060606060606,106.060606060606,-793.939393939394,793.939393939394,19100,20900,10
"406",-127.878787878788,127.878787878788,-72.1212121212121,72.1212121212121,19800,20200,10
"407",248.585858585859,-248.585858585859,-48.5858585858586,48.5858585858586,20200,19800,10
"408",-145.454545454545,145.454545454545,-754.545454545455,754.545454545455,19100,20900,10
"409",-121.212121212121,121.212121212121,-1678.78787878788,1678.78787878788,18200,21800,10
"410",-100,100,-200,200,19700,20300,10
"411",100,-100,0,0,20100,19900,10
"412",193.737373737374,-193.737373737374,1606.26262626263,-1606.26262626263,21800,18200,10
"413",-184.646464646465,184.646464646465,-1615.35353535354,1615.35353535354,18200,21800,10
"414",190.909090909091,-190.909090909091,709.090909090909,-709.090909090909,20900,19100,10
"415",255.555555555556,-255.555555555556,344.444444444444,-344.444444444444,20600,19400,10
"416",-8.88178419700125e-16,8.88178419700125e-16,0,0,20000,20000,10
"417",-28.6868686868687,28.6868686868687,28.6868686868687,-28.6868686868687,20000,20000,10
"418",100,-100,0,0,20100,19900,10
"419",-100,100,-200,200,19700,20300,10
"420",-100,100,0,0,19900,20100,10
"421",100,-100,200,-200,20300,19700,10
"422",7.105427357601e-15,7.105427357601e-15,0,0,20000,20000,10
"423",100,-100,0,0,20100,19900,10
"424",100,-100,0,0,20100,19900,10
"425",100,-100,200,-200,20300,19700,10
"426",-100,100,0,0,19900,20100,10
"427",-151.616161616162,151.616161616162,-48.3838383838384,48.3838383838384,19800,20200,10
"428",-106.262626262626,106.262626262626,-1693.73737373737,1693.73737373737,18200,21800,10
"429",-154.545454545455,154.545454545455,-745.454545454545,745.454545454545,19100,20900,10
"430",127.272727272727,-127.272727272727,772.727272727273,-772.727272727273,20900,19100,10
